,repo,alert,break,consoleLog,continue,count,empty,has_error_arguments,lines,noUsageOfErrorArg,reassigningError,rereturn,rethrow,returnErrorObject,returnLiteral,returnNull,returnUndefined,stmts,throwErrorObject,throwLiteral,throwNull,throwUndefined,Unnamed: 0,strict_global,strict_local,total_files,total_logical_lines,type
133,prettier.csv,0.0,0.0,3.0,0.0,100,3.0,96.0,502,31.0,2.0,0.0,12.0,1.0,4.0,1.0,0.0,163,2.0,0.0,0.0,0.0,17,True,True,100,20602,client
134,progressbar.js.csv,0.0,0.0,0.0,0.0,4,1.0,4.0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,8,False,True,4,2572,client
135,protobuf.js.csv,0.0,1.0,2.0,0.0,196,16.0,195.0,1444,23.0,4.0,0.0,18.0,0.0,3.0,10.0,15.0,468,0.0,0.0,0.0,0.0,56,True,True,196,34207,server
136,pug.csv,0.0,0.0,7.0,0.0,58,1.0,58.0,263,11.0,3.0,0.0,25.0,0.0,2.0,0.0,0.0,125,0.0,0.0,0.0,0.0,48,True,False,58,7093,server
137,ratchet.csv,0.0,0.0,0.0,0.0,61,0.0,61.0,805,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,445,0.0,0.0,0.0,0.0,6,True,True,61,3027,client
138,raven-js.csv,0.0,1.0,9.0,0.0,364,62.0,359.0,1090,95.0,23.0,0.0,42.0,0.0,29.0,0.0,0.0,538,1.0,0.0,0.0,0.0,7,True,False,365,23790,client
139,react-native.csv,0.0,10.0,12.0,8.0,321,68.0,320.0,1762,53.0,49.0,0.0,10.0,0.0,13.0,5.0,0.0,511,6.0,0.0,0.0,0.0,67,True,True,321,48303,server
140,reactGo.csv,0.0,0.0,14.0,0.0,45,0.0,40.0,280,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90,0.0,0.0,0.0,0.0,52,False,False,45,2651,server
141,remark.csv,0.0,0.0,0.0,0.0,10,0.0,10.0,69,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,71,False,False,10,13241,client
142,request.csv,0.0,0.0,0.0,0.0,230,0.0,228.0,1075,37.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,902,1.0,0.0,0.0,0.0,37,True,False,230,9978,server
143,reveal.js.csv,2.0,3.0,0.0,0.0,223,2.0,223.0,7970,4.0,10.0,0.0,6.0,0.0,4.0,2.0,2.0,445,3.0,0.0,0.0,0.0,44,False,True,224,18122,client
144,riot.csv,0.0,0.0,4.0,0.0,84,0.0,84.0,454,16.0,13.0,0.0,4.0,0.0,0.0,8.0,0.0,179,2.0,0.0,0.0,0.0,26,False,True,84,21876,client
145,sails.csv,0.0,5.0,10.0,0.0,1352,23.0,1352.0,9725,66.0,14.0,0.0,66.0,0.0,4.0,3.0,1.0,3362,45.0,0.0,0.0,0.0,15,False,True,1352,27226,server
146,scrollreveal.csv,0.0,0.0,0.0,0.0,39,0.0,39.0,47,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,47,0.0,0.0,0.0,0.0,42,False,True,39,3515,client
147,sequelize.csv,0.0,4.0,0.0,0.0,198,0.0,192.0,1337,6.0,13.0,0.0,19.0,0.0,4.0,0.0,0.0,423,7.0,0.0,0.0,0.0,49,True,False,198,82999,server
148,session.csv,0.0,0.0,0.0,0.0,101,0.0,101.0,715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248,0.0,0.0,0.0,0.0,60,True,False,101,2642,server
149,showdown.csv,0.0,0.0,0.0,0.0,9,0.0,9.0,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,91,True,True,9,8686,server
150,simditor.csv,2.0,0.0,0.0,0.0,272,0.0,272.0,2074,126.0,60.0,0.0,1.0,0.0,98.0,4.0,0.0,958,0.0,0.0,0.0,0.0,67,False,False,272,11599,client
151,sinon.csv,0.0,1.0,7.0,1.0,13311,3898.0,13306.0,20094,3537.0,2615.0,0.0,597.0,51.0,1665.0,325.0,0.0,12586,0.0,0.0,0.0,0.0,9,True,True,13311,900711,server
152,smooth-scroll.csv,0.0,0.0,0.0,0.0,20,0.0,20.0,20,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,57,False,True,20,1893,client
153,socket.io.csv,0.0,0.0,0.0,0.0,71,1.0,67.0,271,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174,0.0,0.0,0.0,0.0,46,True,False,71,4779,server
154,sockjs-client.csv,0.0,14.0,0.0,0.0,417,119.0,417.0,1468,93.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,764,6.0,0.0,0.0,0.0,23,True,True,417,8153,client
155,sockjs-node.csv,0.0,0.0,0.0,0.0,1,0.0,1.0,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,14,False,False,1,275,server
156,spectron.csv,0.0,0.0,0.0,0.0,18,2.0,18.0,154,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,44,0.0,0.0,0.0,0.0,70,False,False,18,5653,server
157,standard.csv,0.0,0.0,0.0,0.0,11,0.0,11.0,130,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27,0.0,0.0,0.0,0.0,88,False,False,11,202,server
158,steal.csv,0.0,51.0,15.0,18.0,3082,179.0,3081.0,32899,327.0,76.0,0.0,185.0,3.0,83.0,29.0,23.0,5732,37.0,0.0,0.0,0.0,53,True,True,3090,172138,client
159,store.js.csv,0.0,0.0,5.0,0.0,15,0.0,15.0,79,8.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,33,3.0,0.0,0.0,0.0,3,False,True,15,2530,server
160,summernote.csv,0.0,0.0,2.0,0.0,39,1.0,39.0,416,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,95,0.0,0.0,0.0,0.0,47,False,True,39,16356,client
161,superagent.csv,0.0,0.0,1.0,0.0,801,9.0,800.0,2340,168.0,8.0,0.0,1.0,0.0,2.0,0.0,0.0,1235,0.0,0.0,0.0,0.0,36,True,False,801,7331,server
162,svg.js.csv,0.0,0.0,0.0,0.0,66,8.0,66.0,181,11.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,88,1.0,0.0,0.0,0.0,29,True,False,66,21461,client
163,svgo.csv,0.0,0.0,1.0,2.0,34,0.0,34.0,145,2.0,6.0,0.0,7.0,0.0,1.0,0.0,0.0,58,0.0,0.0,0.0,0.0,58,True,False,34,6322,server
164,three.js.csv,3.0,313.0,8.0,16.0,1488,29.0,1479.0,98225,100.0,682.0,0.0,238.0,0.0,171.0,9.0,0.0,23375,6.0,0.0,0.0,0.0,14,True,True,1488,501621,client
165,timesheet.js.csv,0.0,0.0,0.0,0.0,1,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,21,False,True,1,318,client
166,tinymce.csv,0.0,0.0,0.0,0.0,18,2.0,18.0,146,1.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,38,0.0,0.0,0.0,0.0,4,False,False,18,1751,client
167,ui-router.csv,0.0,18.0,0.0,9.0,918,102.0,918.0,13258,63.0,36.0,0.0,93.0,0.0,33.0,5.0,0.0,1902,3.0,0.0,0.0,0.0,54,False,True,918,61810,client
168,underscore.csv,0.0,1.0,0.0,0.0,54,6.0,54.0,343,3.0,9.0,0.0,2.0,0.0,3.0,0.0,2.0,107,0.0,0.0,0.0,0.0,15,False,True,55,10802,client
169,validator.js.csv,0.0,0.0,0.0,0.0,7,4.0,7.0,4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,20,True,True,7,7729,client
170,waterline.csv,0.0,18.0,4.0,0.0,555,0.0,554.0,5202,5.0,20.0,0.0,94.0,2.0,2.0,0.0,0.0,1167,35.0,0.0,0.0,0.0,79,False,False,555,13171,server
171,web3.js.csv,0.0,6.0,0.0,0.0,346,30.0,346.0,1645,154.0,23.0,0.0,0.0,0.0,31.0,0.0,0.0,617,19.0,0.0,0.0,0.0,45,True,True,346,40401,client
172,webogram.csv,4.0,582.0,85.0,44.0,3452,293.0,3449.0,140078,382.0,1110.0,0.0,500.0,0.0,239.0,36.0,0.0,35210,18.0,0.0,0.0,0.0,51,True,True,3452,420227,client
173,webpack.csv,0.0,0.0,11.0,1.0,560,49.0,560.0,4456,39.0,18.0,0.0,37.0,0.0,18.0,0.0,0.0,1368,8.0,0.0,0.0,0.0,68,True,True,560,52208,server
174,webtorrent.csv,0.0,0.0,0.0,0.0,361,5.0,361.0,1027,5.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,594,0.0,0.0,0.0,0.0,43,False,False,361,5753,server
175,wekan.csv,1.0,0.0,1.0,0.0,78,0.0,77.0,328,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,96,0.0,0.0,0.0,0.0,41,False,False,78,12702,server
176,winston.csv,0.0,0.0,1.0,0.0,52,3.0,52.0,330,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,116,1.0,0.0,0.0,0.0,29,True,False,52,3664,server
177,zeroclipboard.csv,0.0,0.0,0.0,0.0,72,5.0,56.0,292,33.0,10.0,0.0,0.0,0.0,0.0,5.0,0.0,173,0.0,0.0,0.0,0.0,25,False,True,72,8617,client
